WiFi1,WiFi2,WiFi3,WiFi4,WiFi5,WiFi6,WiFi7,Room,RegressionTarget
-41,-58,-60,-47,-70,-82,-74,2,-3385.042569771627
-40,-54,-54,-45,-71,-76,-74,2,-3270.1449790782553
-42,-55,-56,-43,-73,-76,-75,2,-3280.074820122643
-41,-60,-54,-43,-73,-80,-74,2,-3314.9134949983695
-42,-54,-55,-49,-67,-80,-74,2,-3379.992221724519
-40,-55,-57,-50,-66,-75,-73,2,-3285.230996011846
-42,-55,-57,-44,-69,-73,-77,2,-3285.033973786227
-45,-55,-54,-43,-71,-89,-77,2,-3529.7910800449577
-46,-55,-54,-45,-62,-76,-73,2,-3280.145580511581
-47,-58,-55,-45,-62,-79,-85,2,-3569.9965150967037
-46,-59,-55,-49,-69,-74,-84,2,-3510.3113659774613
-45,-57,-55,-48,-67,-77,-84,2,-3540.191484663339
-46,-59,-54,-52,-67,-77,-83,2,-3564.921323941583
-43,-55,-54,-47,-67,-77,-79,2,-3419.928518912368
-39,-53,-56,-48,-66,-69,-72,2,-3150.0863892266216
-37,-52,-57,-36,-71,-66,-75,2,-3034.8502515471205
-42,-52,-54,-35,-65,-69,-73,2,-3055.0039023722306
-37,-50,-50,-36,-58,-69,-75,2,-3080.184858306038
-38,-57,-50,-38,-60,-74,-69,2,-3059.906741398598
-39,-55,-54,-48,-76,-73,-80,2,-3369.914596401155
-49,-54,-55,-53,-66,-73,-80,2,-3469.871076785603
-42,-54,-58,-41,-63,-75,-78,2,-3304.9726775748713
-40,-55,-53,-36,-60,-77,-77,2,-3254.939726175102
-37,-56,-56,-35,-69,-73,-69,2,-3010.0388922864186
-40,-59,-59,-39,-73,-71,-72,2,-3095.038792513005
-36,-58,-59,-36,-69,-71,-77,2,-3145.222649647693
-40,-58,-57,-40,-74,-79,-77,2,-3325.28544801037
-42,-51,-54,-41,-67,-72,-77,2,-3239.849262033861
-41,-55,-53,-37,-64,-79,-76,2,-3280.0286568097317
-42,-54,-49,-41,-68,-71,-77,2,-3224.923627906393
-38,-53,-51,-39,-68,-76,-72,2,-3159.9122140651025
-34,-48,-51,-37,-70,-78,-69,2,-3089.975180005215
-34,-53,-59,-36,-75,-73,-69,2,-3005.1847299549277
-35,-56,-52,-36,-72,-69,-67,2,-2910.0704295444907
-36,-55,-55,-36,-60,-73,-72,2,-3074.9726907068366
-35,-54,-56,-34,-61,-71,-74,2,-3059.973074746029
-35,-54,-54,-35,-59,-73,-70,2,-3019.902315810997
-36,-54,-54,-36,-62,-71,-70,2,-3004.76505972347
-34,-57,-55,-35,-59,-71,-69,2,-2964.946914914046
-36,-58,-52,-26,-61,-70,-70,2,-2889.9386101643245
-34,-61,-52,-27,-61,-67,-69,2,-2824.841711533265
-35,-56,-57,-34,-60,-73,-80,2,-3209.96612825991
-34,-61,-61,-36,-60,-73,-76,2,-3145.0720932898553
-35,-59,-57,-27,-61,-71,-76,2,-3029.9864090747587
-35,-60,-54,-35,-61,-81,-80,2,-3339.941582363803
-36,-60,-53,-36,-63,-70,-77,2,-3129.914667308087
-34,-62,-57,-36,-61,-71,-71,2,-3015.157702676799
-36,-59,-57,-35,-61,-65,-80,2,-3105.014496086359
-37,-59,-57,-36,-64,-66,-70,2,-2934.8306708242058
-36,-59,-55,-36,-65,-66,-70,2,-2930.028084850623
-36,-59,-55,-40,-65,-66,-69,2,-2949.950933652969
-35,-55,-56,-37,-66,-65,-69,2,-2900.0451299514925
-34,-55,-55,-36,-62,-70,-71,2,-3000.161428212442
-35,-58,-55,-36,-62,-70,-73,2,-3044.9255559606954
-41,-58,-53,-43,-61,-70,-70,2,-3084.9655695249635
-37,-56,-58,-36,-80,-72,-70,2,-3024.9966556514
-36,-60,-57,-37,-80,-72,-72,2,-3069.9933204716876
-36,-56,-62,-36,-80,-71,-69,2,-2985.0497087363156
-35,-53,-62,-35,-68,-70,-69,2,-2955.048748451729
-36,-61,-57,-27,-71,-73,-70,2,-2944.956373413473
-13,-54,-57,-21,-77,-72,-72,2,-2795.036170420933
-12,-54,-54,-11,-70,-75,-74,2,-2774.9364296767058
-17,-56,-54,-36,-66,-73,-77,2,-3079.9225506879957
-18,-53,-60,-17,-71,-74,-71,2,-2790.1389392537094
-36,-54,-56,-16,-61,-64,-79,2,-2879.9146182001746
-36,-55,-65,-34,-66,-70,-74,2,-3050.0259712030706
-36,-54,-57,-34,-60,-69,-75,2,-3055.083726831483
-39,-57,-54,-38,-56,-70,-72,2,-3065.125741497479
-26,-57,-53,-37,-67,-72,-69,2,-2959.9745002228383
-17,-57,-55,-15,-62,-68,-70,2,-2655.076207776754
-17,-56,-57,-35,-71,-69,-74,2,-2950.1161113235385
-11,-63,-65,-18,-70,-72,-73,2,-2775.1103596773046
-10,-58,-54,-18,-70,-72,-73,2,-2770.0342324756157
-12,-55,-57,-16,-70,-76,-75,2,-2860.1577035790415
-12,-56,-58,-16,-70,-75,-79,2,-2925.1594418615337
-10,-58,-62,-20,-73,-76,-74,2,-2869.9789807716857
-13,-55,-55,-21,-70,-73,-77,2,-2910.01417949231
-36,-55,-50,-41,-66,-72,-69,2,-3049.877530220044
-35,-52,-55,-38,-62,-66,-85,2,-3245.1804557583714
-38,-54,-52,-36,-63,-65,-70,2,-2924.871451875184
-39,-52,-53,-36,-61,-67,-70,2,-2959.887692109859
-40,-53,-55,-37,-71,-75,-74,2,-3174.9796214210182
-40,-54,-52,-38,-60,-69,-75,2,-3115.0126894718956
-38,-54,-51,-37,-66,-74,-76,2,-3189.9819325177145
-37,-58,-55,-38,-60,-74,-76,2,-3194.991031163552
-41,-53,-56,-36,-62,-75,-77,2,-3229.9519682105906
-43,-56,-59,-37,-64,-74,-77,2,-3234.9240863529953
-36,-55,-59,-37,-63,-70,-73,2,-3060.0482017770773
-48,-53,-60,-36,-58,-73,-77,2,-3234.920191494669
-48,-53,-56,-37,-59,-75,-83,2,-3394.9579925005
-44,-52,-56,-47,-63,-71,-75,2,-3255.0259223481658
-38,-53,-54,-43,-70,-77,-75,2,-3274.8984161307485
-43,-54,-56,-40,-67,-70,-71,2,-3085.0949872914994
-40,-55,-53,-35,-64,-70,-82,2,-3239.796058890463
-40,-54,-52,-39,-65,-70,-74,2,-3119.9100771242884
-43,-52,-55,-35,-61,-75,-76,2,-3209.9669748500273
-42,-53,-53,-42,-63,-72,-72,2,-3149.9606483250036
-40,-56,-53,-44,-69,-77,-79,2,-3374.9576054275412
-39,-58,-54,-39,-62,-71,-77,2,-3190.1710992377566
-37,-54,-54,-41,-64,-72,-78,2,-3235.0619691300917
-39,-52,-50,-39,-61,-75,-71,2,-3129.9585204151967
-41,-56,-50,-43,-66,-77,-76,2,-3310.122540183406
-41,-54,-59,-41,-60,-76,-74,2,-3235.0275385135315
-42,-54,-54,-43,-59,-74,-72,2,-3189.9497590071273
-39,-57,-55,-42,-61,-74,-75,2,-3224.9706732243462
-42,-54,-56,-39,-63,-76,-78,2,-3300.129612774644
-38,-56,-48,-39,-63,-70,-73,2,-3090.031090539663
-39,-51,-50,-43,-63,-71,-66,2,-3010.185929090992
-40,-50,-50,-37,-64,-71,-78,2,-3194.9525971748085
-37,-55,-56,-37,-67,-70,-66,2,-2925.0348984026214
-38,-54,-55,-36,-60,-71,-75,2,-3114.9153066959543
-42,-53,-62,-27,-63,-72,-79,2,-3139.8680900875356
-36,-51,-52,-37,-70,-71,-64,2,-2895.036958598607
-36,-55,-54,-36,-67,-65,-73,2,-2974.8899600609757
-38,-60,-57,-39,-70,-70,-74,2,-3110.2318156522615
-36,-50,-58,-41,-74,-74,-69,2,-3079.851411043268
-37,-58,-53,-43,-76,-66,-69,2,-2985.1791915884987
-38,-56,-52,-41,-76,-71,-66,2,-2985.0258064126424
-36,-56,-56,-37,-59,-66,-75,2,-3039.9987493427047
-36,-55,-54,-40,-71,-71,-71,2,-3065.012290663627
-19,-53,-60,-37,-69,-72,-69,2,-2925.115048633948
-37,-53,-54,-37,-67,-79,-72,2,-3180.0817596814054
-36,-57,-58,-36,-62,-74,-73,2,-3109.883172106273
-36,-55,-53,-35,-64,-72,-66,2,-2929.959949997194
-37,-53,-56,-35,-74,-76,-79,2,-3254.893779806988
-37,-57,-55,-40,-75,-71,-64,2,-2930.118061844547
-35,-58,-54,-36,-69,-69,-73,2,-3030.009523786392
-36,-57,-56,-37,-69,-77,-72,2,-3145.054275522071
-36,-58,-56,-39,-62,-67,-73,2,-3035.046039297519
-19,-60,-54,-35,-69,-69,-78,2,-3040.0691050780315
-17,-62,-54,-22,-65,-70,-72,2,-2795.116320027154
-34,-53,-52,-19,-65,-75,-69,2,-2864.896870575049
-15,-55,-62,-25,-71,-67,-68,2,-2689.9230601395916
-14,-56,-57,-35,-68,-77,-72,2,-3015.029196729642
-11,-59,-60,-27,-70,-74,-71,2,-2855.1076144088142
-34,-53,-56,-18,-70,-76,-75,2,-2990.0070721416805
-36,-54,-56,-35,-61,-70,-79,2,-3160.0430268006508
-36,-52,-59,-38,-64,-72,-74,2,-3120.16692604798
-38,-55,-56,-42,-66,-72,-75,2,-3189.911666374472
-38,-54,-53,-36,-66,-73,-75,2,-3144.9733748148965
-36,-53,-50,-37,-70,-72,-72,2,-3070.042817133771
-38,-50,-49,-42,-69,-73,-77,2,-3245.25713693717
-38,-53,-52,-40,-63,-73,-77,2,-3224.830671904127
-41,-54,-52,-37,-68,-73,-77,2,-3209.954699196366
-46,-51,-51,-36,-67,-73,-76,2,-3205.047059597372
-40,-53,-51,-37,-78,-73,-77,2,-3204.907486243376
-45,-53,-51,-36,-78,-72,-76,2,-3184.9589965419063
-44,-52,-51,-36,-78,-72,-77,2,-3199.821600009118
-44,-53,-52,-36,-70,-72,-76,2,-3180.015845142662
-40,-54,-52,-35,-68,-71,-76,2,-3135.1445020174397
-39,-59,-49,-37,-68,-70,-72,2,-3055.0168866072545
-39,-52,-56,-36,-64,-68,-69,2,-2955.2328151698352
-38,-55,-56,-36,-64,-70,-66,2,-2919.9440386226142
-38,-56,-48,-39,-71,-72,-71,2,-3079.9578538260034
-37,-57,-51,-39,-71,-71,-72,2,-3080.1137082663354
-40,-58,-49,-41,-75,-71,-70,2,-3075.0723610840423
-40,-57,-47,-42,-64,-74,-71,2,-3149.9385045861745
-40,-58,-47,-41,-65,-73,-70,2,-3105.097230389792
-40,-70,-47,-43,-69,-73,-84,2,-3404.9543828770306
-40,-57,-47,-42,-69,-73,-70,2,-3114.882853071239
-38,-52,-50,-41,-69,-68,-72,2,-3059.863486784292
-37,-54,-53,-36,-65,-76,-72,2,-3124.9793686161865
-36,-54,-54,-37,-66,-75,-71,2,-3094.9980938936687
-36,-58,-54,-27,-67,-73,-78,2,-3104.870840878461
-36,-54,-52,-20,-66,-70,-74,2,-2909.952383369809
-37,-57,-51,-39,-70,-76,-72,2,-3155.1264282372576
-35,-51,-53,-37,-63,-72,-76,2,-3144.995089269004
-38,-51,-53,-38,-63,-72,-73,2,-3110.012121459833
-37,-54,-55,-37,-67,-71,-70,2,-3019.989068722072
-36,-52,-55,-36,-69,-64,-70,2,-2899.9430493571535
-37,-54,-47,-36,-63,-70,-70,2,-2995.178087557497
-46,-52,-46,-39,-74,-71,-78,2,-3245.093410142234
-44,-50,-57,-45,-61,-72,-67,2,-3089.9244754284196
-40,-52,-53,-39,-61,-75,-73,2,-3175.184865601041
-43,-55,-50,-39,-61,-69,-73,2,-3099.981939607674
-43,-55,-52,-42,-60,-74,-67,2,-3085.0139466406154
-43,-54,-55,-41,-68,-71,-74,2,-3169.9293821795945
-43,-47,-50,-45,-65,-66,-69,2,-3034.9733998165675
-37,-46,-51,-39,-63,-69,-69,2,-2989.8783389374566
-36,-55,-51,-37,-75,-71,-70,2,-3014.915839044912
-38,-59,-61,-36,-68,-69,-73,2,-3045.003758452021
-36,-55,-58,-37,-76,-72,-69,2,-3009.981271335602
-37,-53,-57,-38,-71,-68,-64,2,-2865.129988086993
-34,-60,-52,-37,-71,-66,-75,2,-3030.034568764641
-34,-54,-56,-42,-68,-76,-75,2,-3229.8286633954226
-39,-57,-50,-35,-63,-70,-79,2,-3174.802622568233
-39,-48,-51,-38,-63,-69,-89,2,-3389.925631397211
-38,-52,-62,-37,-69,-73,-71,2,-3074.9502901895517
-42,-52,-56,-43,-64,-76,-74,2,-3259.9581784723405
-39,-54,-55,-37,-64,-70,-70,2,-3015.0136693501413
-43,-57,-52,-40,-58,-72,-70,2,-3094.928896814112
-40,-54,-53,-36,-61,-77,-74,2,-3195.0962964113323
-37,-55,-55,-40,-73,-72,-74,2,-3145.123150536278
-38,-58,-62,-41,-64,-76,-73,2,-3200.1143510055235
-43,-54,-59,-40,-68,-76,-74,2,-3234.746644374067
-45,-52,-59,-43,-71,-74,-79,2,-3344.9987547071973
-45,-57,-59,-43,-71,-74,-79,2,-3344.916973330794
-47,-60,-56,-48,-85,-85,-81,2,-3610.060616282493
-50,-56,-55,-47,-63,-86,-77,2,-3549.880877217154
-48,-57,-56,-49,-64,-87,-76,2,-3554.855504173419
-46,-57,-55,-44,-65,-86,-77,2,-3500.0276785074843
-45,-58,-54,-46,-69,-87,-77,2,-3530.215474118542
-48,-54,-50,-49,-61,-81,-84,3,-3624.981809134549
-54,-53,-54,-50,-63,-79,-77,3,-3495.0733211302077
-50,-56,-54,-50,-71,-79,-77,3,-3475.094664642361
-49,-57,-52,-51,-60,-89,-83,3,-3749.9491012854514
-48,-52,-54,-47,-61,-80,-86,3,-3630.0572621310416
-46,-56,-53,-53,-61,-87,-77,3,-3604.7243213308416
-52,-56,-58,-48,-59,-87,-92,3,-3884.9045751256017
-45,-51,-59,-53,-62,-82,-85,3,-3684.985848438276
-46,-56,-57,-55,-66,-82,-85,3,-3709.931977725186
-49,-53,-55,-46,-59,-81,-93,3,-3779.983164741826
-49,-52,-58,-46,-57,-77,-77,3,-3400.0283827289545
-49,-49,-53,-47,-57,-80,-77,3,-3455.1554587836686
-50,-49,-54,-48,-62,-79,-75,3,-3415.04387060886
-56,-51,-47,-51,-71,-79,-75,3,-3475.001109981838
-60,-50,-49,-54,-71,-83,-82,3,-3725.1439681981415
-60,-54,-50,-50,-60,-84,-85,3,-3760.0057815060068
-48,-56,-50,-45,-61,-80,-80,3,-3489.8980425875266
-49,-49,-53,-48,-63,-84,-88,3,-3745.091633429733
-48,-50,-55,-50,-66,-78,-75,3,-3410.1635795987413
-53,-55,-55,-53,-66,-79,-86,3,-3699.9524260340436
-46,-58,-54,-49,-62,-81,-88,3,-3695.0243673549153
-46,-56,-54,-49,-63,-81,-82,3,-3574.873562022948
-47,-54,-55,-47,-66,-78,-86,3,-3595.097696562611
-47,-53,-49,-49,-66,-76,-80,3,-3464.975269614304
-45,-54,-48,-49,-65,-78,-81,3,-3505.0823241502253
-45,-53,-55,-49,-63,-78,-81,3,-3504.8486134089308
-46,-54,-53,-48,-64,-78,-79,3,-3459.9063622090084
-45,-54,-54,-48,-63,-78,-82,3,-3515.002151152101
-45,-53,-55,-50,-63,-83,-82,3,-3610.046517779926
-45,-55,-54,-47,-63,-78,-80,3,-3464.979507857439
-46,-53,-54,-46,-63,-79,-82,3,-3514.8753605254115
-46,-52,-54,-47,-64,-79,-81,3,-3504.9768066874703
-46,-60,-54,-48,-63,-80,-83,3,-3570.0246150122307
-46,-54,-53,-47,-63,-85,-80,3,-3575.043934763397
-47,-55,-55,-49,-67,-85,-80,3,-3600.0451476215812
-46,-58,-55,-49,-64,-78,-84,3,-3570.0417896380786
-46,-60,-56,-47,-66,-83,-85,3,-3645.014864480372
-49,-52,-61,-52,-61,-82,-88,3,-3754.964423959908
-48,-55,-58,-49,-67,-83,-88,3,-3734.8922369388615
-48,-52,-52,-56,-68,-81,-84,3,-3694.9447503792007
-49,-51,-58,-45,-65,-83,-84,3,-3619.7999817687005
-52,-60,-59,-40,-60,-81,-81,3,-3494.8529394236643
-52,-56,-56,-41,-63,-77,-80,3,-3425.075130885288
-48,-57,-54,-50,-66,-83,-78,3,-3545.0444687704835
-49,-53,-51,-53,-67,-81,-83,3,-3650.039464094596
-48,-53,-51,-50,-66,-79,-86,3,-3644.9959416078955
-47,-55,-54,-50,-72,-80,-88,3,-3695.0860603424776
-49,-52,-56,-48,-55,-81,-82,3,-3580.0260195632777
-53,-54,-59,-54,-62,-81,-82,3,-3659.9394283890847
-55,-51,-52,-48,-60,-78,-86,3,-3645.122745729985
-49,-52,-57,-54,-59,-85,-88,3,-3819.9658550023646
-54,-55,-52,-50,-58,-78,-86,3,-3659.9303892668368
-51,-56,-51,-58,-58,-80,-86,3,-3754.9506198332697
-51,-51,-52,-57,-56,-81,-77,3,-3579.9547721982185
-46,-54,-50,-54,-59,-81,-77,3,-3525.010059375385
-49,-53,-50,-55,-59,-80,-87,3,-3735.100273073512
-48,-50,-54,-51,-59,-77,-75,3,-3405.0652367256316
-49,-53,-53,-51,-64,-79,-80,3,-3539.89498166903
-48,-53,-50,-55,-66,-83,-82,3,-3675.0106199754755
-50,-57,-53,-49,-67,-83,-82,3,-3624.845457017378
-45,-59,-56,-54,-64,-84,-78,3,-3584.950177811733
-50,-57,-60,-43,-66,-77,-82,3,-3475.0659540703086
-46,-53,-52,-45,-62,-79,-78,3,-3424.9483494466435
-47,-53,-55,-57,-62,-80,-78,3,-3565.1482270864517
-48,-55,-54,-48,-67,-85,-81,3,-3614.983129395242
-44,-53,-55,-48,-66,-79,-86,3,-3605.0630952838023
-43,-55,-53,-52,-60,-78,-86,3,-3624.8832798225017
-50,-56,-56,-60,-60,-78,-86,3,-3739.9295247069012
-50,-58,-54,-51,-60,-80,-82,3,-3600.1216484525544
-51,-56,-51,-55,-62,-85,-83,3,-3740.13557238155
-47,-54,-49,-52,-58,-79,-86,3,-3660.122367440002
-54,-59,-52,-63,-62,-76,-81,3,-3660.1424526329797
-52,-57,-51,-55,-65,-85,-85,3,-3784.8930533920766
-52,-57,-61,-59,-59,-85,-85,3,-3824.9894180828724
-52,-48,-56,-53,-62,-78,-81,3,-3579.8842014278753
-49,-55,-51,-49,-63,-81,-73,3,-3410.1019430750557
-46,-48,-52,-52,-62,-77,-80,3,-3504.864655194232
-45,-56,-57,-47,-61,-76,-78,3,-3394.977888495297
-48,-55,-58,-52,-64,-92,-79,3,-3720.171697425813
-49,-52,-48,-52,-62,-78,-75,3,-3434.9632110160446
-49,-50,-51,-50,-62,-75,-75,3,-3370.104783707314
-49,-55,-48,-49,-62,-79,-84,3,-3599.983467437354
-50,-56,-48,-48,-63,-80,-91,3,-3749.9386554919265
-50,-58,-51,-52,-60,-81,-79,3,-3565.1451665249406
-49,-52,-46,-48,-60,-79,-80,3,-3510.090604737255
-52,-52,-49,-49,-58,-77,-84,3,-3585.058392444247
-45,-50,-52,-53,-61,-75,-79,3,-3459.9967891390565
-49,-52,-48,-44,-59,-80,-78,3,-3444.9483059274608
-47,-58,-49,-45,-66,-85,-79,3,-3539.95773313721
-51,-52,-49,-50,-63,-79,-79,3,-3519.9060830317594
-49,-51,-53,-41,-64,-77,-79,3,-3390.1370290576815
-49,-52,-54,-52,-60,-83,-79,3,-3590.0349453736644
-50,-56,-53,-40,-65,-86,-80,3,-3539.9568846185234
-47,-58,-56,-44,-64,-80,-85,3,-3575.1122307814035
-47,-53,-54,-49,-63,-88,-85,3,-3745.0048929569825
-50,-57,-54,-44,-67,-85,-85,3,-3664.8717261561796
-46,-57,-52,-43,-69,-86,-85,3,-3649.985056378901
-45,-50,-57,-49,-63,-81,-82,3,-3569.962598916251
-48,-59,-53,-45,-74,-81,-81,3,-3524.934618223366
-46,-55,-58,-47,-64,-78,-78,3,-3430.059084038425
-51,-55,-54,-49,-60,-79,-84,3,-3610.025502286994
-51,-58,-51,-51,-62,-79,-86,3,-3669.9223392821777
-53,-59,-51,-41,-59,-78,-77,3,-3384.9347510933358
-49,-54,-55,-49,-63,-81,-87,3,-3690.1000425162924
-52,-52,-57,-45,-67,-81,-86,3,-3644.9989958894394
-50,-55,-51,-57,-58,-86,-86,3,-3830.158106058777
-45,-53,-50,-49,-67,-75,-77,3,-3379.948537675404
-49,-55,-49,-49,-60,-80,-79,3,-3515.201729149606
-46,-53,-54,-52,-64,-79,-84,3,-3615.07683117322
-46,-49,-51,-45,-62,-79,-79,3,-3445.0723957195505
-54,-52,-53,-43,-68,-79,-79,3,-3465.1384508302763
-51,-55,-50,-50,-59,-79,-85,3,-3639.855187692778
-48,-60,-57,-52,-61,-85,-84,3,-3715.0684205632606
-51,-63,-55,-54,-69,-84,-79,3,-3635.022673391823
-52,-64,-54,-56,-70,-84,-78,3,-3640.0850137713956
-52,-64,-54,-54,-68,-85,-79,3,-3655.2789992411617
-52,-62,-55,-52,-67,-83,-75,3,-3525.276429897435
-52,-60,-52,-54,-66,-85,-79,3,-3654.861699299103
-51,-60,-55,-53,-72,-85,-78,3,-3620.0797465273317
-50,-59,-55,-47,-72,-79,-80,3,-3504.739170832888
-51,-52,-56,-56,-63,-79,-80,3,-3600.0495573969756
-51,-55,-51,-49,-61,-82,-81,3,-3594.943103423537
-53,-52,-51,-53,-64,-80,-81,3,-3614.8221872020213
-51,-51,-52,-52,-63,-84,-78,3,-3594.905281188884
-52,-52,-52,-49,-62,-80,-80,3,-3550.0868139327995
-51,-52,-51,-54,-61,-79,-76,3,-3500.1362560564626
-51,-54,-52,-57,-62,-79,-79,3,-3589.964804039166
-50,-59,-53,-54,-65,-77,-78,3,-3505.084518659989
-53,-59,-48,-57,-66,-80,-77,3,-3574.814610165561
-52,-57,-50,-52,-65,-79,-77,3,-3505.0138081973046
-51,-57,-51,-51,-65,-80,-80,3,-3565.2155725204566
-52,-57,-50,-51,-65,-79,-79,3,-3534.7486080381154
-52,-57,-49,-50,-66,-80,-80,3,-3559.8506029194973
-52,-56,-50,-56,-66,-81,-80,3,-3634.872805493456
-52,-56,-50,-56,-69,-79,-78,3,-3565.0815600310516
-53,-58,-50,-52,-66,-78,-79,3,-3534.906437386257
-53,-56,-50,-50,-67,-80,-81,3,-3585.022418025139
-49,-56,-49,-52,-64,-83,-80,3,-3609.869867126036
-52,-56,-47,-53,-61,-78,-79,3,-3539.974881023703
-52,-57,-50,-52,-60,-78,-79,3,-3529.8277756018592
-53,-56,-46,-51,-62,-80,-80,3,-3574.9567302607634
-53,-57,-50,-54,-60,-80,-81,3,-3624.854645133172
-52,-56,-50,-52,-60,-80,-80,3,-3580.0442143289133
-52,-56,-50,-54,-59,-79,-80,3,-3584.9843911429707
-52,-58,-51,-53,-60,-80,-80,3,-3589.9579397809357
-52,-55,-56,-51,-69,-85,-85,3,-3744.8580144892708
-50,-55,-54,-50,-69,-79,-82,3,-3574.835423213353
-53,-55,-54,-51,-69,-79,-81,3,-3580.1708182955376
-52,-56,-53,-53,-70,-80,-78,3,-3549.9806442418044
-50,-52,-53,-53,-67,-86,-85,3,-3770.1565544342307
-49,-58,-55,-52,-60,-83,-84,3,-3690.149825179049
-50,-49,-52,-56,-69,-80,-81,3,-3630.1431153980793
-46,-56,-52,-51,-62,-85,-81,3,-3635.0947304357087
-48,-53,-54,-45,-61,-86,-83,3,-3639.827898872333
-50,-56,-53,-52,-68,-84,-77,3,-3570.151364912006
-50,-52,-52,-56,-67,-80,-89,3,-3789.945653623655
-51,-53,-52,-55,-68,-78,-91,3,-3794.9598571584056
-51,-60,-52,-52,-67,-79,-91,3,-3780.01091827236
-51,-52,-51,-51,-64,-79,-89,3,-3729.893609980536
-52,-52,-50,-49,-66,-77,-88,3,-3665.070880907471
-50,-52,-52,-47,-65,-77,-89,3,-3655.01458248148
-51,-52,-51,-51,-65,-77,-89,3,-3699.944249892523
-51,-52,-51,-47,-65,-76,-87,3,-3604.9679006529936
-51,-53,-49,-51,-65,-77,-89,3,-3700.0490578487374
-51,-51,-51,-51,-65,-78,-88,3,-3695.058367334556
-51,-52,-51,-50,-69,-77,-88,3,-3669.943447026856
-52,-53,-49,-50,-69,-79,-87,3,-3684.830773224328
-51,-53,-50,-51,-66,-77,-88,3,-3680.002878490669
-51,-52,-52,-50,-69,-78,-86,3,-3645.1384043616945
-51,-53,-52,-54,-65,-77,-87,3,-3690.08750217951
-52,-53,-53,-56,-64,-78,-88,3,-3750.0402746496584
-50,-53,-52,-50,-64,-78,-88,3,-3679.942300471529
-51,-52,-51,-55,-66,-78,-89,3,-3755.079755303166
-52,-53,-51,-55,-65,-78,-88,3,-3740.078656162288
-51,-52,-52,-56,-68,-79,-87,3,-3739.9652521837593
-51,-53,-52,-55,-67,-78,-88,3,-3735.0413947548923
-51,-53,-56,-56,-64,-77,-88,3,-3729.732042707331
-51,-52,-53,-55,-64,-78,-91,3,-3795.0499864098956
-50,-54,-54,-54,-66,-77,-86,3,-3664.915587476856
-49,-53,-50,-55,-64,-79,-86,3,-3699.9403050111096
-51,-52,-50,-56,-67,-79,-91,3,-3820.055782485844
-50,-53,-50,-55,-68,-78,-87,3,-3709.995779846611
-50,-53,-53,-55,-67,-78,-89,3,-3750.0439681469757
-50,-52,-52,-55,-67,-79,-91,3,-3804.919988971513
-51,-53,-55,-50,-67,-76,-88,3,-3654.85761928151
-50,-52,-52,-50,-67,-78,-89,3,-3700.0405297399
-48,-54,-54,-49,-67,-77,-89,3,-3664.992793606821
-49,-54,-53,-50,-70,-78,-86,3,-3635.1114163869997
-50,-54,-53,-46,-66,-78,-87,3,-3619.848617171336
-50,-54,-52,-49,-67,-79,-86,3,-3645.0264192613718
-49,-53,-50,-48,-67,-78,-88,3,-3655.020334526493
-52,-54,-53,-50,-68,-78,-85,3,-3629.978741336543
-50,-53,-52,-55,-67,-77,-88,3,-3715.162962003453
-49,-54,-53,-55,-67,-77,-86,3,-3669.9785210342275
-50,-53,-52,-55,-68,-78,-86,3,-3689.941429109025
-49,-52,-53,-54,-65,-77,-88,3,-3700.010334200623
-50,-52,-51,-54,-67,-77,-88,3,-3705.054994636398
-50,-53,-53,-54,-67,-78,-86,3,-3680.0736550073098
